longitude,latitude,light_intensity,geometry,index_right,quadkey,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,light_intensity_category,avg_d_kbps_category,avg_u_kbps_category
55.30416855,25.27083294,179,POINT (55.30416854910003 25.270832935500003),3275903,1.23E+15,194713,112727,4,683,277,High,fast,moderate
55.30833522,25.27083294,178,POINT (55.30833521580002 25.270832935500003),3275914,1.23E+15,182060,108360,5,620,254,High,fast,moderate
55.31250188,25.27083294,176,POINT (55.31250188250002 25.270832935500003),3275915,1.23E+15,171387,100320,4,559,201,High,fast,moderate
55.31666855,25.27083294,176,POINT (55.31666854920002 25.270832935500003),3275918,1.23E+15,220091,130686,4,667,228,High,fast,moderate
55.32083522,25.27083294,177,POINT (55.320835215900026 25.270832935500003),3275918,1.23E+15,220091,130686,4,667,228,High,fast,moderate
55.32500188,25.27083294,177,POINT (55.32500188260002 25.270832935500003),3275919,1.23E+15,199705,123866,4,501,195,High,fast,moderate
55.32916855,25.27083294,175,POINT (55.32916854930002 25.270832935500003),3275962,1.23E+15,183274,99066,4,632,182,High,fast,moderate
55.33333522,25.27083294,174,POINT (55.33333521600002 25.270832935500003),3275963,1.23E+15,224729,110735,5,107,47,High,fast,moderate
55.33750188,25.27083294,174,POINT (55.337501882700025 25.270832935500003),3275963,1.23E+15,224729,110735,5,107,47,High,fast,moderate
55.34166855,25.27083294,174,POINT (55.341668549400026 25.270832935500003),3275966,1.23E+15,108357,60571,4,35,18,High,moderate,moderate
55.34583522,25.27083294,174,POINT (55.34583521610002 25.270832935500003),3275967,1.23E+15,109002,95700,7,14,4,High,moderate,moderate
55.35000188,25.27083294,175,POINT (55.35000188280002 25.270832935500003),3275977,1.23E+15,80102,77642,3,7,6,High,moderate,moderate
55.35416855,25.27083294,175,POINT (55.35416854950002 25.270832935500003),3275977,1.23E+15,80102,77642,3,7,6,High,moderate,moderate
55.35833522,25.27083294,176,POINT (55.358335216200025 25.270832935500003),3275978,1.23E+15,296287,229952,3,1,1,High,fast,fast
55.36250188,25.27083294,178,POINT (55.36250188290002 25.270832935500003),3275981,1.23E+15,228563,113509,8,143,32,High,fast,moderate
55.36666855,25.27083294,178,POINT (55.36666854960002 25.270832935500003),3275982,1.23E+15,218309,139956,3,133,44,High,fast,moderate
55.37083522,25.27083294,177,POINT (55.37083521630002 25.270832935500003),3275982,1.23E+15,218309,139956,3,133,44,High,fast,moderate
55.37500188,25.27083294,175,POINT (55.37500188300002 25.270832935500003),3276487,1.23E+15,231277,134014,4,347,115,High,fast,moderate
55.37916855,25.27083294,176,POINT (55.379168549700026 25.270832935500003),3276488,1.23E+15,201124,114332,4,688,234,High,fast,moderate
55.38333522,25.27083294,177,POINT (55.38333521640002 25.270832935500003),3276491,1.23E+15,258657,141430,3,127,46,High,fast,moderate
55.38750188,25.27083294,178,POINT (55.38750188310002 25.270832935500003),3276491,1.23E+15,258657,141430,3,127,46,High,fast,moderate
55.39166855,25.27083294,178,POINT (55.39166854980002 25.270832935500003),3276492,1.23E+15,221036,111670,4,71,22,High,fast,moderate
55.39583522,25.27083294,179,POINT (55.395835216500025 25.270832935500003),3276503,1.23E+15,237841,134864,4,16,6,High,fast,moderate
55.40000188,25.27083294,179,POINT (55.40000188320002 25.270832935500003),3276504,1.23E+15,258525,182155,4,27,20,High,fast,fast
55.40416855,25.27083294,177,POINT (55.40416854990002 25.270832935500003),3276507,1.23E+15,239035,117340,3,46,13,High,fast,moderate
55.40833522,25.27083294,177,POINT (55.40833521660002 25.270832935500003),3276507,1.23E+15,239035,117340,3,46,13,High,fast,moderate
55.41250188,25.27083294,177,POINT (55.41250188330002 25.270832935500003),3276508,1.23E+15,92561,54853,17,58,20,High,moderate,moderate
55.41666855,25.27083294,177,POINT (55.416668550000026 25.270832935500003),3276542,1.23E+15,117502,24777,20,37,12,High,moderate,slow
55.42083522,25.27083294,176,POINT (55.42083521670002 25.270832935500003),3276543,1.23E+15,40091,77665,3,2,1,High,slow,moderate
55.42500188,25.27083294,177,POINT (55.42500188340002 25.270832935500003),3276543,1.23E+15,40091,77665,3,2,1,High,slow,moderate
55.42916855,25.27083294,176,POINT (55.42916855010002 25.270832935500003),3276545,1.23E+15,85986,79405,4,22,8,High,moderate,moderate
55.43333522,25.27083294,178,POINT (55.433335216800025 25.270832935500003),3276546,1.23E+15,158842,92724,5,18,8,High,fast,moderate
55.43750188,25.27083294,177,POINT (55.43750188350002 25.270832935500003),3276554,1.23E+15,427823,249053,4,10,4,High,fast,fast
55.44166855,25.27083294,176,POINT (55.44166855020002 25.270832935500003),3276554,1.23E+15,427823,249053,4,10,4,High,fast,fast
55.44583522,25.27083294,176,POINT (55.44583521690002 25.270832935500003),3276555,1.23E+15,200307,116293,4,11,7,High,fast,moderate
55.45000188,25.27083294,176,POINT (55.45000188360002 25.270832935500003),3276558,1.23E+15,266940,156705,5,119,41,High,fast,fast
55.45416855,25.27083294,177,POINT (55.454168550300025 25.270832935500003),3276559,1.23E+15,166398,130459,5,35,14,High,fast,moderate
55.45833522,25.27083294,177,POINT (55.45833521700002 25.270832935500003),3276559,1.23E+15,166398,130459,5,35,14,High,fast,moderate
55.46250188,25.27083294,176,POINT (55.46250188370002 25.270832935500003),3276698,1.23E+15,191546,107676,4,57,5,High,fast,moderate
55.46666855,25.27083294,176,POINT (55.46666855040002 25.270832935500003),3276699,1.23E+15,204143,170173,3,8,4,High,fast,fast
55.47083522,25.27083294,176,POINT (55.47083521710002 25.270832935500003),3276702,1.23E+15,14128,13322,5,2,2,High,slow,slow
55.47500188,25.27083294,176,POINT (55.475001883800026 25.270832935500003),3276702,1.23E+15,14128,13322,5,2,2,High,slow,slow
55.47916855,25.27083294,179,POINT (55.47916855050002 25.270832935500003),3276703,1.23E+15,183496,38660,4,5,4,High,fast,slow
55.48333522,25.27083294,178,POINT (55.48333521720002 25.270832935500003),3276714,1.23E+15,267598,77523,4,6,2,High,fast,moderate
55.48750188,25.27083294,180,POINT (55.48750188390002 25.270832935500003),3276715,1.23E+15,177910,137767,3,21,8,High,fast,moderate
55.49166855,25.27083294,180,POINT (55.491668550600025 25.270832935500003),3276715,1.23E+15,177910,137767,3,21,8,High,fast,moderate
55.49583522,25.27083294,179,POINT (55.495835217300026 25.270832935500003),3276718,1.23E+15,255148,165411,6,18,8,High,fast,fast
55.50000188,25.27083294,180,POINT (55.50000188400002 25.270832935500003),3276719,1.23E+15,199295,105579,4,13,8,High,fast,moderate
55.50416855,25.27083294,180,POINT (55.50416855070002 25.270832935500003),3276762,1.23E+15,235516,157359,4,74,22,High,fast,fast
55.50833522,25.27083294,181,POINT (55.50833521740002 25.270832935500003),3276762,1.23E+15,235516,157359,4,74,22,High,fast,fast
55.51250188,25.27083294,180,POINT (55.512501884100026 25.270832935500003),3276763,1.23E+15,139566,90255,4,20,9,High,moderate,moderate
55.51666855,25.27083294,182,POINT (55.51666855080002 25.270832935500003),3276766,1.23E+15,180350,120180,4,37,9,High,fast,moderate
55.53333522,25.27083294,180,POINT (55.533335217600026 25.270832935500003),3276768,1.23E+15,91036,102747,5,1,1,High,moderate,moderate
55.60000188,25.27083294,178,POINT (55.60000188480002 25.270832935500003),3278301,1.23E+15,614207,322765,6,2,1,High,fast,fast
55.60416855,25.27083294,179,POINT (55.60416855150002 25.270832935500003),3278303,1.23E+15,414045,227462,5,11,6,High,fast,fast
55.60833522,25.27083294,178,POINT (55.608335218200025 25.270832935500003),3278304,1.23E+15,173842,155136,4,4,1,High,fast,fast
55.61250188,25.27083294,176,POINT (55.61250188490002 25.270832935500003),3278304,1.23E+15,173842,155136,4,4,1,High,fast,fast
55.62083522,25.27083294,178,POINT (55.62083521830002 25.270832935500003),3278307,1.23E+15,429416,288341,6,3,2,High,fast,fast
55.72916855,25.27083294,179,POINT (55.72916855250002 25.270832935500003),3278482,1.23E+15,325791,165231,9,6,2,High,fast,fast
55.73333522,25.27083294,178,POINT (55.73333521920002 25.270832935500003),3278482,1.23E+15,325791,165231,9,6,2,High,fast,fast
55.78333522,25.27083294,178,POINT (55.78333521960002 25.270832935500003),3278488,1.23E+15,499739,322353,5,2,1,High,fast,fast
55.78750189,25.27083294,177,POINT (55.78750188630002 25.270832935500003),3278488,1.23E+15,499739,322353,5,2,1,High,fast,fast
55.79166855,25.27083294,179,POINT (55.79166855300002 25.270832935500003),3278491,1.23E+15,403279,219021,5,8,3,High,fast,fast
55.85833522,25.27083294,180,POINT (55.858335220200026 25.270832935500003),3278539,1.23E+15,233040,139397,8,2,1,High,fast,moderate
55.86250189,25.27083294,180,POINT (55.86250188690002 25.270832935500003),3278540,1.23E+15,442077,260451,5,9,2,High,fast,fast
55.86666855,25.27083294,178,POINT (55.86666855360002 25.270832935500003),3278543,1.23E+15,193458,208672,5,12,3,High,fast,fast
55.87083522,25.27083294,177,POINT (55.87083522030002 25.270832935500003),3278543,1.23E+15,193458,208672,5,12,3,High,fast,fast
55.87500189,25.27083294,177,POINT (55.875001887000025 25.270832935500003),3278544,1.23E+15,194610,85615,12,63,10,High,fast,moderate
55.87916855,25.27083294,178,POINT (55.879168553700026 25.270832935500003),3278552,1.23E+15,18917,4251,19,3,3,High,slow,slow
55.88333522,25.27083294,177,POINT (55.88333522040002 25.270832935500003),3278553,1.23E+15,162481,93134,7,9,4,High,fast,moderate
55.88750189,25.27083294,177,POINT (55.88750188710002 25.270832935500003),3278556,1.23E+15,447728,110554,6,10,2,High,fast,moderate
55.89166855,25.27083294,179,POINT (55.89166855380002 25.270832935500003),3278556,1.23E+15,447728,110554,6,10,2,High,fast,moderate
55.91666855,25.27083294,178,POINT (55.916668554000026 25.270832935500003),3278701,1.23E+15,10771,2715,25,6,1,High,slow,slow
56.17916856,25.27083294,170,POINT (56.17916855610002 25.270832935500003),3278777,1.23E+15,90865,31380,4,3,2,High,moderate,slow
56.18333522,25.27083294,170,POINT (56.183335222800025 25.270832935500003),3278777,1.23E+15,90865,31380,4,3,2,High,moderate,slow
56.28333522,25.27083294,167,POINT (56.28333522360002 25.270832935500003),3286099,1.23E+15,11520,1544,27,5,2,High,slow,slow
56.28750189,25.27083294,168,POINT (56.28750189030002 25.270832935500003),3286099,1.23E+15,11520,1544,27,5,2,High,slow,slow
56.30833522,25.27083294,0,POINT (56.30833522380002 25.270832935500003),3286100,1.23E+15,56420,18249,8,5,2,Low,moderate,slow
56.31250189,25.27083294,0,POINT (56.31250189050002 25.270832935500003),3286101,1.23E+15,42177,13128,14,15,10,Low,slow,slow
56.32916856,25.27083294,0,POINT (56.32916855730002 25.270832935500003),3286106,1.23E+15,47103,17440,9,3,1,Low,slow,slow
56.35000189,25.27083294,167,POINT (56.35000189080002 25.270832935500003),3286137,1.23E+15,213042,204138,5,3,1,High,fast,fast
56.35416856,25.27083294,166,POINT (56.35416855750002 25.270832935500003),3286137,1.23E+15,213042,204138,5,3,1,High,fast,fast
56.35833522,25.27083294,167,POINT (56.35833522420002 25.270832935500003),3286138,1.23E+15,220344,151777,5,98,21,High,fast,fast
56.36250189,25.27083294,165,POINT (56.36250189090002 25.270832935500003),3286145,1.23E+15,136527,92826,6,64,21,High,moderate,moderate
56.36666856,25.27083294,164,POINT (56.36666855760002 25.270832935500003),3286146,1.23E+15,268770,180399,5,3,2,High,fast,fast
56.37083522,25.27083294,0,POINT (56.37083522430002 25.270832935500003),3286146,1.23E+15,268770,180399,5,3,2,Low,fast,fast
51.53333519,25.26666627,0,POINT (51.53333518560002 25.2666662688),3273973,1.23E+15,90267,42853,4,310,114,Low,moderate,slow
51.53750185,25.26666627,0,POINT (51.537501852300025 25.2666662688),3273976,1.23E+15,84706,41784,4,226,63,Low,moderate,slow
51.54166852,25.26666627,0,POINT (51.54166851900002 25.2666662688),3273976,1.23E+15,84706,41784,4,226,63,Low,moderate,slow
51.54583519,25.26666627,0,POINT (51.54583518570002 25.2666662688),3273977,1.23E+15,97642,46950,15,91,52,Low,moderate,slow
51.55000185,25.26666627,0,POINT (51.55000185240002 25.2666662688),3274018,1.23E+15,99908,64717,3,68,43,Low,moderate,moderate
51.55416852,25.26666627,0,POINT (51.55416851910002 25.2666662688),3274019,1.23E+15,35344,33431,3,51,27,Low,slow,slow
51.55833519,25.26666627,0,POINT (51.558335185800026 25.2666662688),3274019,1.23E+15,35344,33431,3,51,27,Low,slow,slow
55.26250188,25.26666627,159,POINT (55.262501882100025 25.2666662688),3275810,1.23E+15,69754,30326,6,10,5,High,moderate,slow
55.26666855,25.26666627,157,POINT (55.26666854880002 25.2666662688),3275810,1.23E+15,69754,30326,6,10,5,High,moderate,slow
55.27500188,25.26666627,0,POINT (55.27500188220002 25.2666662688),3275812,1.23E+15,492,240,761,1,1,Low,slow,slow
55.28333522,25.26666627,184,POINT (55.283335215600026 25.2666662688),3275900,1.23E+15,66819,32724,471,3,3,High,moderate,slow
55.28750188,25.26666627,186,POINT (55.28750188230002 25.2666662688),3275900,1.23E+15,66819,32724,471,3,3,High,moderate,slow
55.29166855,25.26666627,186,POINT (55.29166854900002 25.2666662688),3275901,1.23E+15,125683,74680,6,43,22,High,moderate,moderate
55.29583522,25.26666627,184,POINT (55.29583521570002 25.2666662688),3275904,1.23E+15,164118,81521,4,140,85,High,fast,moderate
55.30000188,25.26666627,182,POINT (55.300001882400025 25.2666662688),3275905,1.23E+15,150159,75965,6,348,157,High,fast,moderate
55.30416855,25.26666627,180,POINT (55.30416854910003 25.2666662688),3275905,1.23E+15,150159,75965,6,348,157,High,fast,moderate
55.30833522,25.26666627,181,POINT (55.30833521580002 25.2666662688),3275916,1.23E+15,178189,100443,5,409,183,High,fast,moderate
55.31250188,25.26666627,181,POINT (55.31250188250002 25.2666662688),3275917,1.23E+15,193799,111633,5,296,116,High,fast,moderate
55.31666855,25.26666627,179,POINT (55.31666854920002 25.2666662688),3275920,1.23E+15,173906,101270,4,975,423,High,fast,moderate
55.32083522,25.26666627,177,POINT (55.320835215900026 25.2666662688),3275920,1.23E+15,173906,101270,4,975,423,High,fast,moderate
55.32500188,25.26666627,176,POINT (55.32500188260002 25.2666662688),3275921,1.23E+15,191783,116993,4,1068,315,High,fast,moderate
55.32916855,25.26666627,178,POINT (55.32916854930002 25.2666662688),3275964,1.23E+15,183507,111361,7,343,124,High,fast,moderate
55.33333522,25.26666627,178,POINT (55.33333521600002 25.2666662688),3275965,1.23E+15,130721,56875,6,35,23,High,moderate,moderate
55.33750188,25.26666627,177,POINT (55.337501882700025 25.2666662688),3275965,1.23E+15,130721,56875,6,35,23,High,moderate,moderate
55.34166855,25.26666627,176,POINT (55.341668549400026 25.2666662688),3275968,1.23E+15,132052,91138,5,77,48,High,moderate,moderate
55.35000188,25.26666627,175,POINT (55.35000188280002 25.2666662688),3275979,1.23E+15,82108,56723,5,12,8,High,moderate,moderate
55.35416855,25.26666627,174,POINT (55.35416854950002 25.2666662688),3275979,1.23E+15,82108,56723,5,12,8,High,moderate,moderate
55.35833522,25.26666627,175,POINT (55.358335216200025 25.2666662688),3275980,1.23E+15,103283,138220,6,352,304,High,moderate,moderate
55.36250188,25.26666627,176,POINT (55.36250188290002 25.2666662688),3275983,1.23E+15,170024,83268,4,43,19,High,fast,moderate
55.36666855,25.26666627,177,POINT (55.36666854960002 25.2666662688),3275984,1.23E+15,167534,91405,3,74,31,High,fast,moderate
55.37083522,25.26666627,175,POINT (55.37083521630002 25.2666662688),3275984,1.23E+15,167534,91405,3,74,31,High,fast,moderate
55.37500188,25.26666627,175,POINT (55.37500188300002 25.2666662688),3276489,1.23E+15,271836,162369,3,95,28,High,fast,fast
55.37916855,25.26666627,176,POINT (55.379168549700026 25.2666662688),3276490,1.23E+15,206620,120834,4,252,102,High,fast,moderate
55.38333522,25.26666627,178,POINT (55.38333521640002 25.2666662688),3276493,1.23E+15,221740,119939,3,261,56,High,fast,moderate
55.38750188,25.26666627,179,POINT (55.38750188310002 25.2666662688),3276493,1.23E+15,221740,119939,3,261,56,High,fast,moderate
55.39166855,25.26666627,180,POINT (55.39166854980002 25.2666662688),3276494,1.23E+15,294244,179596,3,24,12,High,fast,fast
55.39583522,25.26666627,179,POINT (55.395835216500025 25.2666662688),3276505,1.23E+15,309863,168470,3,25,9,High,fast,fast
55.40000188,25.26666627,180,POINT (55.40000188320002 25.2666662688),3276506,1.23E+15,153536,95422,5,38,9,High,fast,moderate
55.40416855,25.26666627,180,POINT (55.40416854990002 25.2666662688),3276509,1.23E+15,294923,182321,3,137,22,High,fast,fast
55.40833522,25.26666627,179,POINT (55.40833521660002 25.2666662688),3276509,1.23E+15,294923,182321,3,137,22,High,fast,fast
55.41250188,25.26666627,178,POINT (55.41250188330002 25.2666662688),3276510,1.23E+15,180089,94002,3,37,11,High,fast,moderate
55.41666855,25.26666627,178,POINT (55.416668550000026 25.2666662688),3276544,1.23E+15,172823,113648,4,23,3,High,fast,moderate
55.42916855,25.26666627,180,POINT (55.42916855010002 25.2666662688),3276547,1.23E+15,93627,79575,2,105,8,High,moderate,moderate
55.43333522,25.26666627,181,POINT (55.433335216800025 25.2666662688),3276548,1.23E+15,168428,120587,3,69,10,High,fast,moderate
55.43750188,25.26666627,179,POINT (55.43750188350002 25.2666662688),3276556,1.23E+15,355030,204554,5,24,14,High,fast,fast
55.44166855,25.26666627,178,POINT (55.44166855020002 25.2666662688),3276556,1.23E+15,355030,204554,5,24,14,High,fast,fast
55.44583522,25.26666627,177,POINT (55.44583521690002 25.2666662688),3276557,1.23E+15,230265,144449,5,44,20,High,fast,moderate
55.45000188,25.26666627,177,POINT (55.45000188360002 25.2666662688),3276560,1.23E+15,171125,106054,9,43,10,High,fast,moderate
55.45416855,25.26666627,175,POINT (55.454168550300025 25.2666662688),3276561,1.23E+15,195879,103842,6,56,19,High,fast,moderate
55.45833522,25.26666627,177,POINT (55.45833521700002 25.2666662688),3276561,1.23E+15,195879,103842,6,56,19,High,fast,moderate
55.46250188,25.26666627,177,POINT (55.46250188370002 25.2666662688),3276700,1.23E+15,266493,186189,4,42,12,High,fast,fast
55.46666855,25.26666627,177,POINT (55.46666855040002 25.2666662688),3276701,1.23E+15,260358,166375,4,49,14,High,fast,fast
55.47083522,25.26666627,176,POINT (55.47083521710002 25.2666662688),3276704,1.23E+15,281153,143365,6,10,4,High,fast,moderate
55.47500188,25.26666627,176,POINT (55.475001883800026 25.2666662688),3276704,1.23E+15,281153,143365,6,10,4,High,fast,moderate
55.47916855,25.26666627,179,POINT (55.47916855050002 25.2666662688),3276705,1.23E+15,192130,80435,4,35,12,High,fast,moderate
55.48333522,25.26666627,178,POINT (55.48333521720002 25.2666662688),3276716,1.23E+15,261251,180079,5,22,9,High,fast,fast
55.48750188,25.26666627,179,POINT (55.48750188390002 25.2666662688),3276717,1.23E+15,352090,209281,4,8,3,High,fast,fast
55.49166855,25.26666627,179,POINT (55.491668550600025 25.2666662688),3276717,1.23E+15,352090,209281,4,8,3,High,fast,fast
55.49583522,25.26666627,180,POINT (55.495835217300026 25.2666662688),3276720,1.23E+15,274597,176281,4,5,4,High,fast,fast
55.50000188,25.26666627,181,POINT (55.50000188400002 25.2666662688),3276721,1.23E+15,177869,112660,3,9,2,High,fast,moderate
55.50416855,25.26666627,180,POINT (55.50416855070002 25.2666662688),3276764,1.23E+15,206880,132136,3,18,7,High,fast,moderate
55.50833522,25.26666627,181,POINT (55.50833521740002 25.2666662688),3276764,1.23E+15,206880,132136,3,18,7,High,fast,moderate
55.51250188,25.26666627,181,POINT (55.512501884100026 25.2666662688),3276765,1.23E+15,190798,148793,4,42,12,High,fast,moderate
55.51666855,25.26666627,182,POINT (55.51666855080002 25.2666662688),3276767,1.23E+15,181263,141089,5,25,6,High,fast,moderate
55.60000188,25.26666627,178,POINT (55.60000188480002 25.2666662688),3278302,1.23E+15,647227,323125,4,2,1,High,fast,fast
55.60416855,25.26666627,179,POINT (55.60416855150002 25.2666662688),3278305,1.23E+15,85498,64886,5,6,5,High,moderate,moderate
55.60833522,25.26666627,179,POINT (55.608335218200025 25.2666662688),3278306,1.23E+15,491972,266549,5,5,3,High,fast,fast
55.61250188,25.26666627,178,POINT (55.61250188490002 25.2666662688),3278306,1.23E+15,491972,266549,5,5,3,High,fast,fast
55.61666855,25.26666627,179,POINT (55.61666855160002 25.2666662688),3278308,1.23E+15,262168,180508,5,7,2,High,fast,fast
55.63333522,25.26666627,178,POINT (55.63333521840002 25.2666662688),3278309,1.23E+15,643938,324418,6,2,1,High,fast,fast
55.72916855,25.26666627,179,POINT (55.72916855250002 25.2666662688),3278483,1.23E+15,92057,90272,5,2,1,High,moderate,moderate
55.73333522,25.26666627,178,POINT (55.73333521920002 25.2666662688),3278483,1.23E+15,92057,90272,5,2,1,High,moderate,moderate
55.79166855,25.26666627,179,POINT (55.79166855300002 25.2666662688),3278492,1.23E+15,179966,131319,6,1,1,High,fast,moderate
55.85833522,25.26666627,183,POINT (55.858335220200026 25.2666662688),3278541,1.23E+15,648361,320986,4,1,1,High,fast,fast
55.86250189,25.26666627,182,POINT (55.86250188690002 25.2666662688),3278542,1.23E+15,322754,77199,10,3,1,High,fast,moderate
55.87500189,25.26666627,177,POINT (55.875001887000025 25.2666662688),3278545,1.23E+15,127945,143774,8,14,5,High,moderate,moderate
55.87916855,25.26666627,177,POINT (55.879168553700026 25.2666662688),3278554,1.23E+15,268296,171951,7,21,9,High,fast,fast
55.88333522,25.26666627,177,POINT (55.88333522040002 25.2666662688),3278555,1.23E+15,211287,102874,8,32,9,High,fast,moderate
55.88750189,25.26666627,178,POINT (55.88750188710002 25.2666662688),3278557,1.23E+15,151338,90246,6,11,3,High,fast,moderate
55.89166855,25.26666627,179,POINT (55.89166855380002 25.2666662688),3278557,1.23E+15,151338,90246,6,11,3,High,fast,moderate
55.90000189,25.26666627,176,POINT (55.90000188720002 25.2666662688),3278700,1.23E+15,604610,320861,8,2,1,High,fast,fast
56.17500189,25.26666627,168,POINT (56.17500188940002 25.2666662688),3278778,1.23E+15,275696,123975,5,6,4,High,fast,moderate
56.17916856,25.26666627,169,POINT (56.17916855610002 25.2666662688),3278779,1.23E+15,55758,42465,5,15,3,High,moderate,slow
56.18333522,25.26666627,169,POINT (56.183335222800025 25.2666662688),3278779,1.23E+15,55758,42465,5,15,3,High,moderate,slow
56.35000189,25.26666627,168,POINT (56.35000189080002 25.2666662688),3286139,1.23E+15,226428,139296,11,29,13,High,fast,moderate
56.35416856,25.26666627,167,POINT (56.35416855750002 25.2666662688),3286139,1.23E+15,226428,139296,11,29,13,High,fast,moderate
56.35833522,25.26666627,167,POINT (56.35833522420002 25.2666662688),3286140,1.23E+15,257053,166913,5,37,7,High,fast,fast
56.36250189,25.26666627,165,POINT (56.36250189090002 25.2666662688),3286147,1.23E+15,169400,93724,7,28,10,High,fast,moderate
56.36666856,25.26666627,151,POINT (56.36666855760002 25.2666662688),3286148,1.23E+15,48756,44019,6,1,1,High,slow,slow
56.37083522,25.26666627,0,POINT (56.37083522430002 25.2666662688),3286148,1.23E+15,48756,44019,6,1,1,Low,slow,slow
51.53333519,25.2624996,0,POINT (51.53333518560002 25.2624996021),3273995,1.23E+15,100795,47630,4,90,38,Low,moderate,slow
51.53750185,25.2624996,0,POINT (51.537501852300025 25.2624996021),3273998,1.23E+15,110298,52900,3,52,29,Low,moderate,moderate
51.54166852,25.2624996,0,POINT (51.54166851900002 25.2624996021),3273998,1.23E+15,110298,52900,3,52,29,Low,moderate,moderate
51.54583519,25.2624996,0,POINT (51.54583518570002 25.2624996021),3273999,1.23E+15,144244,77914,5,81,36,Low,moderate,moderate
51.55000185,25.2624996,0,POINT (51.55000185240002 25.2624996021),3274021,1.23E+15,121254,64517,5,76,32,Low,moderate,moderate
51.55416852,25.2624996,0,POINT (51.55416851910002 25.2624996021),3274022,1.23E+15,61915,85174,4,11,2,Low,moderate,moderate
51.55833519,25.2624996,0,POINT (51.558335185800026 25.2624996021),3274022,1.23E+15,61915,85174,4,11,2,Low,moderate,moderate
51.56250185,25.2624996,0,POINT (51.56250185250002 25.2624996021),3274025,1.23E+15,63429,31485,5,5,2,Low,moderate,slow
51.57916852,25.2624996,0,POINT (51.579168519300026 25.2624996021),3274035,1.23E+15,32178,12821,18,3,1,Low,slow,slow
51.61666852,25.2624996,0,POINT (51.616668519600026 25.2624996021),3274045,1.23E+15,63205,40631,71,2,2,Low,moderate,slow
55.22500188,25.2624996,0,POINT (55.225001881800026 25.2624996021),3275807,1.23E+15,27528,54102,4,1,1,Low,slow,moderate
55.23750188,25.2624996,0,POINT (55.23750188190002 25.2624996021),3275808,1.23E+15,93595,93607,3,1,1,Low,moderate,moderate
55.25833522,25.2624996,0,POINT (55.25833521540002 25.2624996021),3275813,1.23E+15,184764,205204,4,2,2,Low,fast,fast
55.26250188,25.2624996,176,POINT (55.262501882100025 25.2624996021),3275817,1.23E+15,72922,56804,4,1,1,High,moderate,moderate
55.26666855,25.2624996,178,POINT (55.26666854880002 25.2624996021),3275817,1.23E+15,72922,56804,4,1,1,High,moderate,moderate
55.27083522,25.2624996,0,POINT (55.27083521550002 25.2624996021),3275818,1.23E+15,12356,655,5,1,1,Low,slow,slow
55.27500188,25.2624996,0,POINT (55.27500188220002 25.2624996021),3275819,1.23E+15,27556,3288,361,5,3,Low,slow,slow
55.27916855,25.2624996,0,POINT (55.27916854890002 25.2624996021),3275820,1.23E+15,88653,60409,44,24,20,Low,moderate,moderate
55.28333522,25.2624996,0,POINT (55.283335215600026 25.2624996021),3275922,1.23E+15,174612,102304,3,268,99,Low,fast,moderate
55.28750188,25.2624996,185,POINT (55.28750188230002 25.2624996021),3275922,1.23E+15,174612,102304,3,268,99,High,fast,moderate
55.29166855,25.2624996,185,POINT (55.29166854900002 25.2624996021),3275923,1.23E+15,218256,123701,5,591,171,High,fast,moderate
55.29583522,25.2624996,184,POINT (55.29583521570002 25.2624996021),3275926,1.23E+15,177951,110113,5,468,185,High,fast,moderate
55.30000188,25.2624996,182,POINT (55.300001882400025 25.2624996021),3275927,1.23E+15,195397,114440,3,503,150,High,fast,moderate
55.30416855,25.2624996,182,POINT (55.30416854910003 25.2624996021),3275927,1.23E+15,195397,114440,3,503,150,High,fast,moderate
55.30833522,25.2624996,183,POINT (55.30833521580002 25.2624996021),3275938,1.23E+15,130839,79502,3,63,35,High,moderate,moderate
55.31250188,25.2624996,184,POINT (55.31250188250002 25.2624996021),3275939,1.23E+15,139057,65466,5,164,70,High,moderate,moderate
55.31666855,25.2624996,180,POINT (55.31666854920002 25.2624996021),3275942,1.23E+15,165013,101040,4,1040,357,High,fast,moderate
55.32083522,25.2624996,179,POINT (55.320835215900026 25.2624996021),3275942,1.23E+15,165013,101040,4,1040,357,High,fast,moderate
55.32500188,25.2624996,178,POINT (55.32500188260002 25.2624996021),3275943,1.23E+15,184579,116144,3,1366,500,High,fast,moderate
55.32916855,25.2624996,178,POINT (55.32916854930002 25.2624996021),3275985,1.23E+15,168988,98946,4,597,207,High,fast,moderate
55.33333522,25.2624996,176,POINT (55.33333521600002 25.2624996021),3275986,1.23E+15,120586,35134,7,74,31,High,moderate,slow
55.33750188,25.2624996,177,POINT (55.337501882700025 25.2624996021),3275986,1.23E+15,120586,35134,7,74,31,High,moderate,slow
55.34166855,25.2624996,176,POINT (55.341668549400026 25.2624996021),3275989,1.23E+15,110755,138270,6,14,13,High,moderate,moderate
55.34583522,25.2624996,176,POINT (55.34583521610002 25.2624996021),3275990,1.23E+15,108626,186485,6,1,1,High,moderate,fast
55.35000188,25.2624996,177,POINT (55.35000188280002 25.2624996021),3276001,1.23E+15,51348,19073,14,1,1,High,moderate,slow
55.35416855,25.2624996,174,POINT (55.35416854950002 25.2624996021),3276001,1.23E+15,51348,19073,14,1,1,High,moderate,slow
